Web ID,Region of Incident,Reported Date,Reported Year,Reported Month,Number Dead,Minimum Estimated Number of Missing,Total Dead and Missing,Number of Survivors,Number of Females,Number of Males,Number of Children,Cause of Death,Location Description,Information Source,Location Coordinates,Migration Route,URL,UNSD Geographical Grouping,Source Quality
51591,Mediterranean,28-Mar-19,2019,Mar,,2,2,36,,2,,Drowning,"Off the coast of Chios, Greece",Hellenic Coast Guard via IOM Greece,"38.362368696592, 26.172509473654",Eastern Mediterranean,,Uncategorized,5
51588,Mediterranean,26-Mar-19,2019,Mar,4,,4,11,3,,1,Drowning,"Off the coast of Ayvacık district, Çanakkale province, Turkey",Turkish Coast Guard via IOM Turkey,"39.441975591614, 26.378816195919",Eastern Mediterranean,http://bit.ly/2YmiPAN,Uncategorized,5
51589,Mediterranean,26-Mar-19,2019,Mar,1,,1,,,,,Drowning,"Body recovered on Playa del Tarajal, Ceuta, Spain (Strait of Gibraltar)","Ceuta al día, El Pueblo de Ceuta","35.871901875921, -5.343037665842",Western Mediterranean,"http://bit.ly/2uyj7qO, http://bit.ly/2uwj5zC",Uncategorized,3
51590,Mediterranean,26-Mar-19,2019,Mar,1,,1,,,,,Drowning,"Body recovered on beach near Tetouan, Morocco (Strait of Gibraltar)",El Pueblo de Ceuta,"35.635115912988, -5.275650103548",Western Mediterranean,http://bit.ly/2uwj5zC,Uncategorized,1
51580,US-Mexico Border,23-Mar-19,2019,Mar,1,,1,,,,,Uknown,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"32.057499000000, -111.666072500000",,http://www.humaneborders.info/,Northern America,5
51581,US-Mexico Border,23-Mar-19,2019,Mar,1,,1,,,,,Uknown,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"32.057499000000, -111.666072500000",,http://www.humaneborders.info/,Northern America,5
51586,Mediterranean,23-Mar-19,2019,Mar,4,4,8,,3,5,,Drowning,"Off the coast of Sfax, Tunisia","Shems FM, Tunisie Numérique, Kapitalis","35.317034468315, 11.078928258810",Central Mediterranean,"http://bit.ly/2U1K4C4, http://bit.ly/2HJW70B, http://tiny.cc/ekhi4y, http://tiny.cc/rshi4y",Uncategorized,3
51578,US-Mexico Border,21-Mar-19,2019,Mar,1,,1,,,,,Uknown,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"32.057499000000, -111.666072500000",,http://www.humaneborders.info/,Northern America,5
51579,US-Mexico Border,21-Mar-19,2019,Mar,1,,1,,,,,Uknown,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"32.057499000000, -111.666072500000",,http://www.humaneborders.info/,Northern America,5
51548,Mediterranean,19-Mar-19,2019,Mar,1,3,4,15,,,1,Drowning,"Between Sabratha and Surman, Libya",IOM Libya,"32.816243467052, 12.530851413107",Central Mediterranean,"http://bit.ly/2ue4qZx, https://bit.ly/2TR74nh, https://bit.ly/2UJ88Gh",Uncategorized,3
51546,Mediterranean,18-Mar-19,2019,Mar,3,,3,52,,,,Drowning,"Unspecified location in the Alboran Sea, off the coast of Nador, Morocco","Caminando Fronteras, Huffington Post Maghreb","35.267895220573, -2.799562392362",Western Mediterranean,"http://bit.ly/2TVZas5, http://bit.ly/2HHj7MI",Uncategorized,4
51547,North Africa,17-Mar-19,2019,Mar,,19,19,1,,,,Drowning,"Off the coast of Sidi Warzeg, Sidi Ifni, near Agadir, Morocco",Hams News,"29.425766218075, -10.453333285156",Western African,"https://bit.ly/2TiLeUS, https://twitter.com/alzoubeidi/status/1107329875013193731",Uncategorized,1
51577,US-Mexico Border,15-Mar-19,2019,Mar,1,,1,,,,,Uknown,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"32.331803200000, -112.524509300000",,http://www.humaneborders.info/,Northern America,5
51544,Mediterranean,14-Mar-19,2019,Mar,1,44,45,22,3,,1,Drowning,"Unspecified location in the Alboran Sea, off the coast of Nador, Morocco","Caminando Fronteras, Alarm Phone, AP, Association Marocaine des Droits Humains - Section Nador","35.298258842764, -2.688431354400",Western Mediterranean,"http://bit.ly/2O7CPT5, http://bit.ly/2TDZT1O, http://bit.ly/2TKkyAF, http://bit.ly/2CpGd70",Uncategorized,4
51576,US-Mexico Border,13-Mar-19,2019,Mar,1,,1,,,,,Uknown,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"31.794415600000, -112.446447300000",,http://www.humaneborders.info/,Northern America,5
51575,US-Mexico Border,11-Mar-19,2019,Mar,1,,1,,,,,Uknown,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"32.057701900000, -112.143021500000",,http://www.humaneborders.info/,Northern America,5
51532,Mediterranean,10-Mar-19,2019,Mar,1,,1,,1,,1,Drowning,"Body found near Vatera, Lesvos, Greece",Hellenic Coast Guard via IOM Greece,"39.014895057350, 26.180971588785",Eastern Mediterranean,http://www.hcg.gr/node/19739,Uncategorized,5
51533,Mediterranean,10-Mar-19,2019,Mar,1,,1,,1,,,Drowning,"Body found near Agios Theodoros, Lesvos, Greece",Hellenic Coast Guard via IOM Greece,"39.270273892269, 26.398878350778",Eastern Mediterranean,http://www.hcg.gr/node/19739,Uncategorized,5
51531,Mediterranean,9-Mar-19,2019,Mar,1,,1,,,,,Drowning,"Body recovered in Almaya, Libya",IOM Libya,"32.817109118023, 12.877722158656",Central Mediterranean,,Uncategorized,4
51530,Mediterranean,8-Mar-19,2019,Mar,,2,2,,,,,Drowning,Unspecified location off the coast of Libya,IOM Libya,"32.830914360483, 12.781146358787",Central Mediterranean,,Uncategorized,4
51521,Mediterranean,7-Mar-19,2019,Mar,3,,3,9,,3,2,Drowning,"Off the coast of Samos, Greece","IOM Greece, AP","37.765329835283, 27.098161931733",Eastern Mediterranean,https://t1p.de/givu,Uncategorized,4
51574,US-Mexico Border,6-Mar-19,2019,Mar,1,,1,,1,,,Uknown,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"32.057499000000, -111.666072500000",,http://www.humaneborders.info/,Northern America,5
51514,Mediterranean,3-Mar-19,2019,Mar,1,,1,,,1,,Drowning,"Body recovered in the Gibraltar Strait, off the coast of Ceuta, Spain","Europa Press, El Faro de Ceuta Europa ","35.907899477687, -5.347827507452",Western Mediterranean,"http://bit.ly/2C3G7C9, http://bit.ly/2GYk8R6",Uncategorized,3
51583,Mediterranean,28-Feb-19,2019,Feb,2,4,6,,1,1,,Drowning,"Unspecified location off the coast of Tangiers, Morocco",Alarm Phone,"35.856284991833, -5.854248522049",Western Mediterranean,http://bit.ly/2CEUVaB,Uncategorized,5
51573,US-Mexico Border,27-Feb-19,2019,Feb,1,,1,,,,,Uknown,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"32.057701900000, -112.143021500000",,http://www.humaneborders.info/,Northern America,5
51571,US-Mexico Border,26-Feb-19,2019,Feb,1,,1,,,,,Uknown,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"32.057701900000, -112.143021500000",,http://www.humaneborders.info/,Northern America,5
51572,US-Mexico Border,26-Feb-19,2019,Feb,1,,1,,,1,,Uknown,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"32.291122000000, -111.377669100000",,http://www.humaneborders.info/,Northern America,5
51509,Mediterranean,25-Feb-19,2019,Feb,1,,1,,,,,Drowning,"Body recovered in Azzawya, Libya",IOM Libya,"32.799680261076, 12.740310887952",Central Mediterranean,,Uncategorized,4
51510,US-Mexico Border,25-Feb-19,2019,Feb,1,,1,,,1,,Drowning,"Canal in Comanche Ranch, near Eagle Pass, Maverick County, Texas, USA",SuperChannel 12,"28.620958685162, -100.160775037960",,"http://bit.ly/2XugCTn, https://bit.ly/2T5fozr",Northern America,3
51569,US-Mexico Border,25-Feb-19,2019,Feb,1,,1,,,,,Uknown,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"31.802384100000, -110.262284200000",,http://www.humaneborders.info/,Northern America,5
51570,US-Mexico Border,25-Feb-19,2019,Feb,1,,1,,,,,Uknown,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"32.331803200000, -112.524509300000",,http://www.humaneborders.info/,Northern America,5
51506,Mediterranean,24-Feb-19,2019,Feb,1,,1,,,,,Drowning,"Body recovered in Azzawya, Libya",IOM Libya,"32.795883457110, 12.734512549273",Central Mediterranean,,Uncategorized,4
51505,North Africa,22-Feb-19,2019,Feb,2,,2,,2,,,Uknown,"Bodies found in the municipality of Béni Bouifrour, Nador, Morocco","Association Marocaine des Droits Humains - Section Nador, Nador City","35.143072914540, -2.987014300369",,"http://bit.ly/2XhyX6h, http://bit.ly/2XoxWZZ, http://bit.ly/2BTMgAy",Northern Africa,4
51508,US-Mexico Border,22-Feb-19,2019,Feb,1,,1,,,1,,Drowning,"Rio Bravo, near Eagle Pass, Maverick County, Texas, USA","US Border Patrol, Telemundo","28.718723271107, -100.506647433010",,"https://bit.ly/2T5Uxwd, https://bit.ly/2EflH9l",Northern America,5
51568,US-Mexico Border,22-Feb-19,2019,Feb,1,,1,,,,,Uknown,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"32.331803200000, -112.524509300000",,http://www.humaneborders.info/,Northern America,5
51498,US-Mexico Border,21-Feb-19,2019,Feb,1,,1,,,1,,Vehicle Accident,"Otay Mesa, San Diego County, California, USA",NBC San Diego,"32.563023500000, -116.940790500000",,"https://bit.ly/2Gz4viJ, https://bit.ly/2U0898m",Northern America,3
51502,US-Mexico Border,21-Feb-19,2019,Feb,2,,2,,,,,Uknown,"Multiple locations in Brooks County, Texas, USA",Breitbart News,"27.131022830084, -98.053451252909",,https://bit.ly/2BLavRs,Northern America,1
51504,Mediterranean,21-Feb-19,2019,Feb,1,,1,,,1,,Drowning,"Found in boat in Punta del Guadalmesi, off the coast of Tarifa, Cádiz, Spain",IOM Spain,"36.004694276199, -5.509231863325",Western Mediterranean,https://bit.ly/2Sftid6,Uncategorized,4
51503,US-Mexico Border,20-Feb-19,2019,Feb,1,,1,,,1,,Drowning,"All-American Canal, Calexico, Imperial County, California, USA","La Opinión, La Crónica, Breitbart","32.705996627134, -115.159694515790",,"https://bit.ly/2E44gsi, https://bit.ly/2IwhW4P, https://bit.ly/2Tb94G2",Northern America,3
51497,US-Mexico Border,19-Feb-19,2019,Feb,1,,1,2,1,,,Vehicle Accident,"Highway in Tijuana, near border wall, Baja California, Mexico",Zócalo,"32.542375795428, -116.999537459500",,https://bit.ly/2BLE05A,Central America,3
51566,US-Mexico Border,19-Feb-19,2019,Feb,1,,1,,,1,,Uknown,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"32.057499000000, -111.666072500000",,http://www.humaneborders.info/,Northern America,5
51567,US-Mexico Border,19-Feb-19,2019,Feb,1,,1,,,1,,Uknown,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"32.057499000000, -111.666072500000",,http://www.humaneborders.info/,Northern America,5
51501,US-Mexico Border,17-Feb-19,2019,Feb,1,,1,,,1,,Uknown,"Ranch in southwest Brooks County, Texas, USA",Breitbart News,"26.982280497005, -98.267379508161",,https://bit.ly/2BLavRs,Northern America,1
51476,US-Mexico Border,14-Feb-19,2019,Feb,1,,1,,,1,,Drowning,"Rio Bravo, between International Bridge 1 and 2, near Eagle Pass, Maverick County, Texas, USA",US Border Patrol,"28.700360570000, -100.510757707230",,"https://bit.ly/2NcNdIN, https://bit.ly/2Gx7YOJ, https://bit.ly/2Gvn6wc",Northern America,5
51477,Mediterranean,14-Feb-19,2019,Feb,1,,1,,,1,1,Uknown,"Port of Ceuta, Spain",20 Minutos,"35.893361197022, -5.320987701416",Western Mediterranean,"https://bit.ly/2GTySj8, https://bit.ly/2GviGp1, https://bit.ly/2SIxdUX",Uncategorized,3
51494,Mediterranean,14-Feb-19,2019,Feb,3,,3,,,,,Drowning,"Bodies recovered in Al-Thalathin, Sirte, Libya",IOM Libya,"31.207914877621, 16.508365236703",Central Mediterranean,http://www.addresslibya.com/en/archives/41592,Uncategorized,4
51500,US-Mexico Border,14-Feb-19,2019,Feb,1,,1,,,,,Uknown,"Ranch near US Border Patrol checkpoint in Brooks County, Texas, USA",Breitbart News,"27.040028051146, -98.103990938813",,https://bit.ly/2BLavRs,Northern America,1
51470,US-Mexico Border,13-Feb-19,2019,Feb,,1,1,1,,1,,Drowning,"Río Bravo, near International Bridge Reynosa-Hidalgo, Tamaulipas, Mexico","El Mañana, Hora Cero","26.094483422113, -98.270738236367",,"https://bit.ly/2TL8ITj, https://bit.ly/2tkUcpN",Central America,3
51472,Mediterranean,13-Feb-19,2019,Feb,,1,1,,1,,1,Drowning,"Off the coast of Tsonia, Lesvos, Greece","Hellenic Coast Guard via IOM Greece, Aegean Boat Report, Ekathimerini","39.417612220935, 26.393699500607",Eastern Mediterranean,"http://hcg.gr/node/19584, https://bit.ly/2tnHIxH, https://bit.ly/2S0gfft",Uncategorized,5
51499,US-Mexico Border,11-Feb-19,2019,Feb,1,,1,,1,,,Uknown,"Ranch near US Border Patrol checkpoint in Brooks County, Texas, USA",Breitbart News,"27.025620837846, -98.163042452485",,https://bit.ly/2BLavRs,Northern America,1
51582,Mediterranean,11-Feb-19,2019,Feb,,3,3,9,,,,Drowning,"Unspecified location off the coast of Tangiers, Morocco",Alarm Phone,"35.876466418300, -5.812712909613",Western Mediterranean,http://bit.ly/2CEUVaB,Uncategorized,4
51466,Mediterranean,9-Feb-19,2019,Feb,2,3,5,13,,,,Drowning,"13 nautical miles off the coast of Kristel, commune de Gdyel, province of Oran, Algeria","Algérie360, El Watan, Huffington Post Maghreb","35.850585778575, -0.543309022656",Western Mediterranean,"https://bit.ly/2GAMNuA, https://bit.ly/2Bp20vl, https://bit.ly/2E4Fppu",Uncategorized,3
51464,US-Mexico Border,7-Feb-19,2019,Feb,1,,1,,,1,,Drowning,"Río Bravo, near Las Piedritas, Camargo, Tamaulipas, Mexico",La Tarde,"26.365378242149, -98.813139596667",,https://bit.ly/2UQfBTy,Central America,1
51460,Mediterranean,6-Feb-19,2019,Feb,1,2,3,42,,,,Drowning,"Unspecified location in the Gibraltar Strait, off the coast of Tangiers, Morocco",Caminando Fronteras,"35.866177998708, -5.878967760331",Western Mediterranean,"https://bit.ly/2GrSUkA, https://bit.ly/2DYWfpP, https://www.facebook.com/helena.malenogarzon/posts/2297533730278931",Uncategorized,4
51511,Mediterranean,6-Feb-19,2019,Feb,1,,1,,,1,1,Drowning,"Body recovered on Plage El Djebel, between El Kala and Messida, wilaya of El Tarf, Algeria","El Watan, Interlignes, Algérie 360","36.902592327412, 8.477123270827",Central Mediterranean,"http://bit.ly/2XuWd0y, http://bit.ly/2EyL0U0, http://bit.ly/2SJhIXY",Uncategorized,3
51456,North Africa,5-Feb-19,2019,Feb,3,,3,25,2,1,,Vehicle Accident,"Road in Driouech, Nador, Morocco","Ali Zoubeidi, Rue20","34.960378300119, -3.380756396653",,"https://bit.ly/2TCNIy3, https://bit.ly/2MTbEe1",Northern Africa,3
51455,North Africa,4-Feb-19,2019,Feb,1,,1,,,1,,Hypothermia,"Unspecified location on the Morocco-Algeria border, near Oujda, Morocco",Alarm Phone Sahara,"34.705746117811, -1.775936609354",,"https://www.facebook.com/AlarmePHONESahara/posts/1998083073834939, https://bit.ly/2SGznU1",Northern Africa,4
51458,US-Mexico Border,4-Feb-19,2019,Feb,1,,1,,,1,,Drowning,"Río Bravo, near Guardados de Arriba, Miguel Alemán, Tamaulipas, México",El Mañana,"26.378453484173, -98.956549230533",,https://bit.ly/2DXHB2c,Central America,1
51454,North Africa,3-Feb-19,2019,Feb,3,,3,,,,,Hypothermia,"Near Osfour mountain range, on the Morocco-Algeria border, near Oujda, Morocco",Alarm Phone Sahara,"34.667391957446, -1.812885234328",,https://www.facebook.com/AlarmePHONESahara/posts/1998083073834939,Northern Africa,4
51592,US-Mexico Border,1-Feb-19,2019,Feb,1,,1,,,1,,Drowning,"Rio Bravo, near McAllen, Hidalgo County, Texas, USA","La Prensa Gráfica, Telemundo Noticias","26.082034154560, -98.258656087878",,"https://tlmdo.co/2CxHqJM, https://bit.ly/2CnIwaU",Northern America,3
49258,Horn of Africa,29-Jan-19,2019,Jan,52,18,70,16,3,2,,Drowning,"Off the coast of Godoria, Obock, Djibouti - en route to Yemen",Djibouti Coast Guard (via IOM Djibouti),"11.903581356334, 43.332109915572",Horn Africa to Yemen,https://bit.ly/2DK7O45,Eastern Africa,4
51563,US-Mexico Border,29-Jan-19,2019,Jan,1,,1,,,,,Uknown,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"32.057499000000, -111.666072500000",,http://www.humaneborders.info/,Northern America,5
51564,US-Mexico Border,29-Jan-19,2019,Jan,1,,1,,,,,Uknown,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"32.057499000000, -111.666072500000",,http://www.humaneborders.info/,Northern America,5
51565,US-Mexico Border,29-Jan-19,2019,Jan,1,,1,,,,,Uknown,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"32.057499000000, -111.666072500000",,http://www.humaneborders.info/,Northern America,5
49256,US-Mexico Border,28-Jan-19,2019,Jan,3,,3,,,3,,Drowning,"Río Bravo, near Rancho Don Eutimio, KM 210 Carretera Ribereña, Nuevo Laredo, Tamaulipas, Mexico","Diario de Querétaro, Vox Pópuli","27.345466202071, -99.506891221976",Central America to US,"https://bit.ly/2SffgfH, https://bit.ly/2SkyEHW, https://bit.ly/2Gs2rbE",Central America,3
49252,US-Mexico Border,26-Jan-19,2019,Jan,1,,1,,,1,,Drowning,"Río Bravo, near Centro Recreativo La Playita, Reynosa, Tamaulipas, Mexico","El Mañana, Vox Pópuli","26.143064684377, -98.330164834268",,"https://bit.ly/2FSKun9, https://bit.ly/2Wxvy2S",Central America,3
51562,US-Mexico Border,26-Jan-19,2019,Jan,1,,1,,,,,Uknown,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"31.691203800000, -110.461623900000",,http://www.humaneborders.info/,Northern America,5
49251,US-Mexico Border,25-Jan-19,2019,Jan,1,,1,,,1,,Drowning,"Río Bravo, near Reynosa Díaz, Tamaulipas, Mexico",La Tarde,"26.217242152142, -98.455393500959",,https://bit.ly/2HAT5fU,Central America,1
49246,Mediterranean,24-Jan-19,2019,Jan,1,,1,2,,1,,Drowning,"Body recovered on Plage d'El Ain, near Sidi Ben Adda, Ain Témouchent, Algeria","Alg24, El Faro de Ceuta, EFE","35.384524413151, -1.278253990517",Western Mediterranean,"https://bit.ly/2CLYpqZ, https://bit.ly/2WpbwHG, https://bit.ly/2RpgTTG",Uncategorized,3
49249,US-Mexico Border,24-Jan-19,2019,Jan,2,,2,,1,1,1,Vehicle Accident,"Avenida Tecnológico, Ciudad Juárez, Chihuaha, Mexico","El Periódico, El Diario","31.667101100000, -106.426767800000",,"https://bit.ly/2RfKr65, https://bit.ly/2DDtIWL",Central America,3
51561,US-Mexico Border,24-Jan-19,2019,Jan,1,,1,,,1,,Uknown,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"31.365435700000, -110.106236400000",,http://www.humaneborders.info/,Northern America,5
49248,US-Mexico Border,23-Jan-19,2019,Jan,1,,1,,,1,,Drowning,"Río Bravo, near Minas del Seco, Maverick County, USA","Zócalo, La Rancherita del Aire","28.741004209104, -100.507503434180",,"https://bit.ly/2FPw32Y, https://bit.ly/2UpdohU",Northern America,3
49244,US-Mexico Border,22-Jan-19,2019,Jan,1,,1,,,1,,Drowning,"Río Bravo, near Planta Tratadora de Aguas Negras de la Comisión Municipal de Agua Potable y Alcantarillado, Nuevo Laredo, Tamaulipas, Mexico","Vox Pópuli, Hoy Tamaulipas","27.496386435717, -99.522521470236",,"https://bit.ly/2AVwx3y, https://bit.ly/2Tar9AF",Central America,3
49247,Mediterranean,22-Jan-19,2019,Jan,1,,1,,1,,,Drowning,"Body recovered on Plage de Bahara, near Ouled Boughalem, province of Mostaganem, Algeria",El Watan,"36.334378214124, 0.715927412066",Western Mediterranean,https://bit.ly/2B9asie,Uncategorized,1
49242,Mediterranean,21-Jan-19,2019,Jan,1,,1,106,,1,1,Uknown,"Died in hospital in Al Khums, Libya - after disembarkation","MSF, IOM Libya","32.638272650604, 14.273579120636",Central Mediterranean,https://bit.ly/2Ds1cqL,Uncategorized,4
49245,Mediterranean,21-Jan-19,2019,Jan,1,,1,2,,1,,Drowning,"Body recovered six nautical miles off the port of Béni-Saf, Ain Témouchent, Algeria","Réflexion, El Faro de Ceuta, EFE","35.398647116844, -1.389655987849",Western Mediterranean,"https://bit.ly/2DDnNB1, https://bit.ly/2WpbwHG, https://bit.ly/2RpgTTG",Uncategorized,3
49253,Mediterranean,21-Jan-19,2019,Jan,,1,1,106,,1,,Drowning,"Unspecified location off the coast of Al Khums, Libya",UNHCR,"32.747691895753, 14.355331747358",Central Mediterranean,,Uncategorized,4
51556,US-Mexico Border,21-Jan-19,2019,Jan,1,,1,,,,,Uknown,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"32.057499000000, -111.666072500000",,http://www.humaneborders.info/,Northern America,5
51557,US-Mexico Border,21-Jan-19,2019,Jan,1,,1,,,,,Uknown,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"32.057499000000, -111.666072500000",,http://www.humaneborders.info/,Northern America,5
51558,US-Mexico Border,21-Jan-19,2019,Jan,1,,1,,,,,Uknown,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"32.057499000000, -111.666072500000",,http://www.humaneborders.info/,Northern America,5
51559,US-Mexico Border,21-Jan-19,2019,Jan,1,,1,,,,,Uknown,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"32.057499000000, -111.666072500000",,http://www.humaneborders.info/,Northern America,5
51560,US-Mexico Border,21-Jan-19,2019,Jan,1,,1,,,,,Uknown,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"32.057499000000, -111.666072500000",,http://www.humaneborders.info/,Northern America,5
48354,Mediterranean,20-Jan-19,2019,Jan,2,,2,141,,,,Drowning,"Bodies found on boat off the coast of Tripoli, Libya",IOM Libya,"32.980238100921, 13.179283824044",Central Mediterranean,https://reut.rs/2sHJtWb,Uncategorized,4
51555,US-Mexico Border,19-Jan-19,2019,Jan,1,,1,,,,,Uknown,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"32.057499000000, -111.666072500000",,http://www.humaneborders.info/,Northern America,5
48350,Mediterranean,18-Jan-19,2019,Jan,,117,117,3,10,,2,Drowning,"50 miles off the coast of Garabuli, Libya",IOM Italy,"34.177488404634, 14.107902221177",Central Mediterranean,https://bit.ly/2RADfq6,Uncategorized,4
48353,Mediterranean,18-Jan-19,2019,Jan,1,,1,53,,1,,Drowning,"Off the coast of Farmakonisi, Greece","Alarm Phone, IOM Greece","37.283283323213, 27.104012036372",Eastern Mediterranean,https://www.facebook.com/watchthemed.alarmphone/photos/a.1526182797655958/2298257453781818/?type=3&theater,Uncategorized,4
48349,Mediterranean,17-Jan-19,2019,Jan,,53,53,1,,,,Drowning,"Unspecified location in the Alboran Sea, between Morocco and Spain","Caminando Fronteras, Alarm Phone","35.683709040408, -3.185250605342",Western Mediterranean,"https://bit.ly/2sAcy66, https://www.facebook.com/helena.malenogarzon/posts/2268551173177187",Uncategorized,4
51553,US-Mexico Border,17-Jan-19,2019,Jan,1,,1,,,,,Uknown,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"32.481200700000, -111.667840700000",,http://www.humaneborders.info/,Northern America,5
51554,US-Mexico Border,17-Jan-19,2019,Jan,1,,1,,,1,,Dehydration,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"31.746892100000, -111.945738600000",,http://www.humaneborders.info/,Northern America,5
48351,US-Mexico Border,16-Jan-19,2019,Jan,,1,1,,,1,,Drowning,"Río Bravo, near El Chalán, Gustavo Díaz Ordaz, Tamaulipas, Mexico",El Mañana,"26.258109878807, -98.596733869797",,https://bit.ly/2FMbsMg,Central America,1
48352,US-Mexico Border,16-Jan-19,2019,Jan,1,,1,,,1,,Drowning,"Río Bravo, near Rancho Las Trancas, Jiménez, Coahuila, Mexico","Zócalo, Vanguardia","29.063937500000, -100.663562500000",,"https://bit.ly/2MlaI1W, https://bit.ly/2FFMxLb",Central America,3
48346,Mediterranean,15-Jan-19,2019,Jan,1,,1,,,1,,Hit by vehicle,"Port of Melilla, Spain","El Faro de Melilla, COPE","35.289594291265, -2.933496506173",Western Mediterranean,"https://bit.ly/2QNmUck, https://bit.ly/2Hqr1vJ",Uncategorized,3
48348,US-Mexico Border,15-Jan-19,2019,Jan,,2,2,,,,,Drowning,"Río Bravo, near El Patinadero, Parque Viveros, Nuevo Laredo, Tamaulipas, Mexico",Debate,"27.478392338088, -99.479276945846",,https://bit.ly/2TN0V7k,Central America,1
51552,US-Mexico Border,15-Jan-19,2019,Jan,1,,1,,,,,Uknown,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"32.057499000000, -111.666072500000",,http://www.humaneborders.info/,Northern America,5
48343,Mediterranean,14-Jan-19,2019,Jan,10,,10,,,,,Drowning,"Bodies recovered off the shore of Sirte, Libya","IOM Libya, Libyan Red Crescent","31.210755489725, 16.588350626388",Central Mediterranean,,Uncategorized,4
48344,Mediterranean,14-Jan-19,2019,Jan,1,,1,40,1,,1,Uknown,"5 miles from Kusadasi, Kuşadası/Aydın Province, Turkey ",Turkish Coast Guard,"37.857359600378, 27.167936354123",Eastern Mediterranean,https://bit.ly/2FDQZZM,Uncategorized,5
48345,US-Mexico Border,14-Jan-19,2019,Jan,1,,1,,,1,,Murdered,"Rancho El Caporal, Piedras Negras, Coahuila, Mexico","La Neta Noticias, Zócalo","28.730727706150, -100.563445215960",,"https://bit.ly/2MauxsB, https://bit.ly/2FvNR25",Central America,3
48312,Mediterranean,13-Jan-19,2019,Jan,5,,5,,,,,Drowning,"Bodies recovered off the shore of Sirte, Libya","IOM Libya, Xinhua","31.220020736471, 16.567751261154",Central Mediterranean,https://bit.ly/2AEshW7,Uncategorized,3
48308,Mediterranean,11-Jan-19,2019,Jan,1,,1,6,1,,,Drowning,"Off the coast of Beni Ensar, Nador province, Morocco","Association Marocaine des Droits Humains - Section Nador, Ariffino","35.261606842877, -2.901902411860",Western Mediterranean,"https://bit.ly/2RudW92, https://www.facebook.com/AmdhNador/posts/2253348798210716",Uncategorized,4
48342,Mediterranean,7-Jan-19,2019,Jan,2,,2,,,,,Drowning,"Bodies recovered off the shore of Sirte, Libya","IOM Libya, Libyan Red Crescent","31.224587793151, 16.529299112716",Central Mediterranean,,Uncategorized,4
48116,US-Mexico Border,6-Jan-19,2019,Jan,1,,1,,,,,Uknown,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"32.057499000000, -111.666072500000",Central America to US,http://www.humaneborders.info/,Northern America,5
48307,Mediterranean,5-Jan-19,2019,Jan,1,,1,,,1,,Drowning,"Body recovered on beach near Cabo de Sabinar, Almerimar, El Éjido, Almería, Spain",eldiario.es,"36.685755388762, -2.777835705707",Western Mediterranean,https://bit.ly/2Cvvjw7,Uncategorized,1
48075,Mediterranean,4-Jan-19,2019,Jan,1,,1,,,1,,Drowning,"Body recovered on Playa de Calahonda, Mijas, Málaga, Spain","La Vanguardia, Diaro Sur","36.485367400000, -4.738263000000",Western Mediterranean,"https://bit.ly/2SI7yHJ, https://bit.ly/2RbktW6",Uncategorized,3
